record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,taxes,total_fare,availability,source,quality_status
597,4,CCU-BLR,Akasa,AK112,2026-10-06,2026-09-06,T+30,Economy,4410.0,790.0,5200.0,Available,OTA,Valid
598,4,CCU-BLR,Akasa,AK842,2026-10-06,2026-09-21,T+15,Economy,5610.0,1010.0,6620.0,Available,Airline Site,Valid
599,4,CCU-BLR,Akasa,AK273,2026-10-06,2026-09-29,T+7,Economy,6000.0,1080.0,7080.0,Available,Airline Site,Valid
600,4,CCU-BLR,Akasa,AK408,2026-10-06,2026-10-05,T+1,Economy,5790.0,1040.0,6830.0,Available,Airline Site,Valid
601,5,DEL-BOM,IndiGo,IN595,2026-10-13,2026-08-29,T+45,Economy,5690.0,1020.0,6710.0,Available,OTA,Valid
602,5,DEL-BOM,IndiGo,IN352,2026-10-13,2026-09-13,T+30,Economy,7450.0,1340.0,8790.0,Available,OTA,Valid
603,5,DEL-BOM,IndiGo,IN300,2026-10-13,2026-09-28,T+15,Economy,9850.0,1770.0,11620.0,Available,Airline Site,Valid
604,5,DEL-BOM,IndiGo,IN505,2026-10-13,2026-10-06,T+7,Economy,10270.0,1850.0,12120.0,Available,OTA,Valid
605,5,DEL-BOM,IndiGo,IN437,2026-10-13,2026-10-12,T+1,Economy,12380.0,2230.0,14610.0,Available,OTA,Valid
606,5,DEL-BOM,Air India,AI708,2026-10-13,2026-08-29,T+45,Economy,6120.0,1100.0,7220.0,Available,OTA,Valid
607,5,DEL-BOM,Air India,AI811,2026-10-13,2026-09-13,T+30,Economy,8370.0,1510.0,9880.0,Available,OTA,Valid
608,5,DEL-BOM,Air India,AI507,2026-10-13,2026-09-28,T+15,Economy,9750.0,1760.0,11510.0,Available,OTA,Valid
609,5,DEL-BOM,Air India,AI748,2026-10-13,2026-10-06,T+7,Economy,12150.0,2190.0,14340.0,Available,Airline Site,Valid
610,5,DEL-BOM,Air India,AI387,2026-10-13,2026-10-12,T+1,Economy,11880.0,2140.0,14020.0,Available,OTA,Valid
611,5,DEL-BOM,Akasa,AK304,2026-10-13,2026-08-29,T+45,Economy,5610.0,1010.0,6620.0,Available,Airline Site,Valid
612,5,DEL-BOM,Akasa,AK663,2026-10-13,2026-09-13,T+30,Economy,7750.0,1400.0,9150.0,Sold Out,OTA,Valid
613,5,DEL-BOM,Akasa,AK314,2026-10-13,2026-09-28,T+15,Economy,10370.0,1870.0,12240.0,Available,OTA,Valid
614,5,DEL-BOM,Akasa,AK170,2026-10-13,2026-10-06,T+7,Economy,11370.0,2050.0,13420.0,Available,OTA,Valid
615,5,DEL-BOM,Akasa,AK242,2026-10-13,2026-10-12,T+1,Economy,11850.0,2130.0,13980.0,Available,Airline Site,Valid
616,5,DEL-BLR,IndiGo,IN533,2026-10-13,2026-08-29,T+45,Economy,3300.0,590.0,3890.0,Available,Airline Site,Valid
617,5,DEL-BLR,IndiGo,IN712,2026-10-13,2026-09-13,T+30,Economy,4420.0,800.0,5220.0,Available,OTA,Valid
618,5,DEL-BLR,IndiGo,IN990,2026-10-13,2026-09-28,T+15,Economy,5640.0,1020.0,6660.0,Available,Airline Site,Valid
619,5,DEL-BLR,IndiGo,IN468,2026-10-13,2026-10-06,T+7,Economy,6620.0,1190.0,7810.0,Available,Airline Site,Valid
620,5,DEL-BLR,IndiGo,IN354,2026-10-13,2026-10-12,T+1,Economy,6050.0,1090.0,7140.0,Available,OTA,Valid
621,5,DEL-BLR,Air India,AI676,2026-10-13,2026-08-29,T+45,Economy,3240.0,580.0,3820.0,Available,OTA,Valid
622,5,DEL-BLR,Air India,AI439,2026-10-13,2026-09-13,T+30,Economy,4620.0,830.0,5450.0,Available,OTA,Valid
623,5,DEL-BLR,Air India,AI200,2026-10-13,2026-09-28,T+15,Economy,5080.0,910.0,5990.0,Available,Airline Site,Valid
624,5,DEL-BLR,Air India,AI500,2026-10-13,2026-10-06,T+7,Economy,6030.0,1090.0,7120.0,Available,Airline Site,Valid
625,5,DEL-BLR,Air India,AI125,2026-10-13,2026-10-12,T+1,Economy,6310.0,1140.0,7450.0,Available,OTA,Valid
626,5,DEL-BLR,Akasa,AK218,2026-10-13,2026-08-29,T+45,Economy,3410.0,610.0,4020.0,Available,Airline Site,Valid
627,5,DEL-BLR,Akasa,AK451,2026-10-13,2026-09-13,T+30,Economy,4510.0,810.0,5320.0,Available,Airline Site,Valid
628,5,DEL-BLR,Akasa,AK456,2026-10-13,2026-09-28,T+15,Economy,5810.0,1050.0,6860.0,Available,OTA,Valid
629,5,DEL-BLR,Akasa,AK563,2026-10-13,2026-10-06,T+7,Economy,6750.0,1220.0,7970.0,Available,OTA,Valid
630,5,DEL-BLR,Akasa,AK827,2026-10-13,2026-10-12,T+1,Economy,6150.0,1110.0,7260.0,Available,OTA,Valid
631,5,BOM-BLR,IndiGo,IN268,2026-10-13,2026-08-29,T+45,Economy,3180.0,570.0,3750.0,Available,Airline Site,Valid
632,5,BOM-BLR,IndiGo,IN665,2026-10-13,2026-09-13,T+30,Economy,4300.0,770.0,5070.0,Available,OTA,Valid
633,5,BOM-BLR,IndiGo,IN337,2026-10-13,2026-09-28,T+15,Economy,5890.0,1060.0,6950.0,Available,Airline Site,Valid
634,5,BOM-BLR,IndiGo,IN773,2026-10-13,2026-10-06,T+7,Economy,5570.0,1000.0,6570.0,Available,Airline Site,Valid
635,5,BOM-BLR,IndiGo,IN302,2026-10-13,2026-10-12,T+1,Economy,6810.0,1230.0,8040.0,Available,OTA,Valid
636,5,BOM-BLR,Air India,AI310,2026-10-13,2026-08-29,T+45,Economy,3020.0,540.0,3560.0,Available,Airline Site,Valid
637,5,BOM-BLR,Air India,AI918,2026-10-13,2026-09-13,T+30,Economy,4120.0,740.0,4860.0,Available,Airline Site,Valid
638,5,BOM-BLR,Air India,AI301,2026-10-13,2026-09-28,T+15,Economy,5000.0,900.0,5900.0,Available,OTA,Valid
639,5,BOM-BLR,Air India,AI601,2026-10-13,2026-10-06,T+7,Economy,5910.0,1060.0,6970.0,Available,OTA,Valid
640,5,BOM-BLR,Air India,AI725,2026-10-13,2026-10-12,T+1,Economy,6260.0,1130.0,7390.0,Available,Airline Site,Valid
641,5,BOM-BLR,Akasa,AK732,2026-10-13,2026-08-29,T+45,Economy,2990.0,540.0,3530.0,Available,OTA,Valid
642,5,BOM-BLR,Akasa,AK704,2026-10-13,2026-09-13,T+30,Economy,4250.0,760.0,5010.0,Available,Airline Site,Valid
643,5,BOM-BLR,Akasa,AK344,2026-10-13,2026-09-28,T+15,Economy,4900.0,880.0,5780.0,Available,Airline Site,Valid
644,5,BOM-BLR,Akasa,AK244,2026-10-13,2026-10-06,T+7,Economy,5490.0,990.0,6480.0,Available,OTA,Valid
645,5,BOM-BLR,Akasa,AK688,2026-10-13,2026-10-12,T+1,Economy,6210.0,1120.0,7330.0,Available,Airline Site,Valid
646,5,DEL-CCU,IndiGo,IN760,2026-10-13,2026-08-29,T+45,Economy,4170.0,750.0,4920.0,Available,Airline Site,Valid
647,5,DEL-CCU,IndiGo,IN601,2026-10-13,2026-09-13,T+30,Economy,5660.0,1020.0,6680.0,Available,Airline Site,Valid
648,5,DEL-CCU,IndiGo,IN561,2026-10-13,2026-09-28,T+15,Economy,6820.0,1230.0,8050.0,Available,OTA,Valid
649,5,DEL-CCU,IndiGo,IN596,2026-10-13,2026-10-06,T+7,Economy,8650.0,1560.0,10210.0,Available,OTA,Valid
650,5,DEL-CCU,IndiGo,IN617,2026-10-13,2026-10-12,T+1,Economy,9390.0,1690.0,11080.0,Available,OTA,Valid
651,5,DEL-CCU,Air India,AI960,2026-10-13,2026-08-29,T+45,Economy,4330.0,780.0,5110.0,Available,Airline Site,Valid
652,5,DEL-CCU,Air India,AI131,2026-10-13,2026-09-13,T+30,Economy,5540.0,1000.0,6540.0,Available,Airline Site,Valid
653,5,DEL-CCU,Air India,AI381,2026-10-13,2026-09-28,T+15,Economy,7060.0,1270.0,8330.0,Available,OTA,Valid
654,5,DEL-CCU,Air India,AI568,2026-10-13,2026-10-06,T+7,Economy,7560.0,1360.0,8920.0,Available,OTA,Valid
655,5,DEL-CCU,Air India,AI215,2026-10-13,2026-10-12,T+1,Economy,8880.0,1600.0,10480.0,Available,OTA,Valid
656,5,DEL-CCU,Akasa,AK475,2026-10-13,2026-08-29,T+45,Economy,4400.0,790.0,5190.0,Available,Airline Site,Valid
657,5,DEL-CCU,Akasa,AK551,2026-10-13,2026-09-13,T+30,Economy,6130.0,1100.0,7230.0,Available,OTA,Valid
658,5,DEL-CCU,Akasa,AK949,2026-10-13,2026-09-28,T+15,Economy,6900.0,1240.0,8140.0,Available,Airline Site,Valid
659,5,DEL-CCU,Akasa,AK133,2026-10-13,2026-10-06,T+7,Economy,7930.0,1430.0,9360.0,Available,OTA,Valid
660,5,DEL-CCU,Akasa,AK189,2026-10-13,2026-10-12,T+1,Economy,9700.0,1750.0,11450.0,Available,Airline Site,Valid
661,5,DEL-HYD,IndiGo,IN930,2026-10-13,2026-08-29,T+45,Economy,4260.0,770.0,5030.0,Available,OTA,Valid
662,5,DEL-HYD,IndiGo,IN724,2026-10-13,2026-09-13,T+30,Economy,6010.0,1080.0,7090.0,Available,Airline Site,Valid
663,5,DEL-HYD,IndiGo,IN903,2026-10-13,2026-09-28,T+15,Economy,7410.0,1330.0,8740.0,Available,Airline Site,Valid
664,5,DEL-HYD,IndiGo,IN683,2026-10-13,2026-10-06,T+7,Economy,8590.0,1550.0,10140.0,Available,OTA,Valid
665,5,DEL-HYD,IndiGo,IN272,2026-10-13,2026-10-12,T+1,Economy,8840.0,1590.0,10430.0,Available,OTA,Valid
666,5,DEL-HYD,Air India,AI978,2026-10-13,2026-08-29,T+45,Economy,3880.0,700.0,4580.0,Available,Airline Site,Valid
667,5,DEL-HYD,Air India,AI868,2026-10-13,2026-09-13,T+30,Economy,5000.0,900.0,5900.0,Available,Airline Site,Valid
668,5,DEL-HYD,Air India,AI987,2026-10-13,2026-09-28,T+15,Economy,7230.0,1300.0,8530.0,Available,Airline Site,Valid
669,5,DEL-HYD,Air India,AI828,2026-10-13,2026-10-06,T+7,Economy,6910.0,1240.0,8150.0,Available,Airline Site,Valid
670,5,DEL-HYD,Air India,AI792,2026-10-13,2026-10-12,T+1,Economy,8360.0,1500.0,9860.0,Available,Airline Site,Valid
671,5,DEL-HYD,Akasa,AK524,2026-10-13,2026-08-29,T+45,Economy,4110.0,740.0,4850.0,Available,Airline Site,Valid
672,5,DEL-HYD,Akasa,AK887,2026-10-13,2026-09-13,T+30,Economy,5640.0,1020.0,6660.0,Available,OTA,Valid
673,5,DEL-HYD,Akasa,AK998,2026-10-13,2026-09-28,T+15,Economy,7250.0,1300.0,8550.0,Available,OTA,Valid
674,5,DEL-HYD,Akasa,AK102,2026-10-13,2026-10-06,T+7,Economy,7450.0,1340.0,8790.0,Available,Airline Site,Valid
675,5,DEL-HYD,Akasa,AK569,2026-10-13,2026-10-12,T+1,Economy,8790.0,1580.0,10370.0,Available,OTA,Valid
676,5,BOM-HYD,IndiGo,IN507,2026-10-13,2026-08-29,T+45,Economy,4220.0,760.0,4980.0,Available,OTA,Valid
677,5,BOM-HYD,IndiGo,IN606,2026-10-13,2026-09-13,T+30,Economy,5930.0,1070.0,7000.0,Available,OTA,Valid
678,5,BOM-HYD,IndiGo,IN691,2026-10-13,2026-09-28,T+15,Economy,6950.0,1250.0,8200.0,Available,OTA,Valid
679,5,BOM-HYD,IndiGo,IN798,2026-10-13,2026-10-06,T+7,Economy,8480.0,1530.0,10010.0,Available,Airline Site,Valid
680,5,BOM-HYD,IndiGo,IN902,2026-10-13,2026-10-12,T+1,Economy,7730.0,1390.0,9120.0,Available,Airline Site,Valid
681,5,BOM-HYD,Air India,AI551,2026-10-13,2026-08-29,T+45,Economy,3660.0,660.0,4320.0,Available,OTA,Valid
682,5,BOM-HYD,Air India,AI805,2026-10-13,2026-09-13,T+30,Economy,4760.0,860.0,5620.0,Available,OTA,Valid
683,5,BOM-HYD,Air India,AI997,2026-10-13,2026-09-28,T+15,Economy,5810.0,1050.0,6860.0,Available,OTA,Valid
684,5,BOM-HYD,Air India,AI480,2026-10-13,2026-10-06,T+7,Economy,6520.0,1170.0,7690.0,Available,Airline Site,Valid
685,5,BOM-HYD,Air India,AI740,2026-10-13,2026-10-12,T+1,Economy,6610.0,1190.0,7800.0,Available,Airline Site,Valid
686,5,BOM-HYD,Akasa,AK197,2026-10-13,2026-08-29,T+45,Economy,3900.0,700.0,4600.0,Sold Out,OTA,Valid
687,5,BOM-HYD,Akasa,AK707,2026-10-13,2026-09-13,T+30,Economy,4990.0,900.0,5890.0,Available,OTA,Valid
688,5,BOM-HYD,Akasa,AK812,2026-10-13,2026-09-28,T+15,Economy,5990.0,1080.0,7070.0,Available,Airline Site,Valid
689,5,BOM-HYD,Akasa,AK532,2026-10-13,2026-10-06,T+7,Economy,8150.0,1470.0,9620.0,Available,OTA,Valid
690,5,BOM-HYD,Akasa,AK492,2026-10-13,2026-10-12,T+1,Economy,7080.0,1270.0,8350.0,Available,Airline Site,Valid
691,5,BLR-HYD,IndiGo,IN406,2026-10-13,2026-08-29,T+45,Economy,3310.0,600.0,3910.0,Available,Airline Site,Valid
692,5,BLR-HYD,IndiGo,IN793,2026-10-13,2026-09-13,T+30,Economy,4540.0,820.0,5360.0,Available,Airline Site,Valid
693,5,BLR-HYD,IndiGo,IN268,2026-10-13,2026-09-28,T+15,Economy,5740.0,1030.0,6770.0,Available,Airline Site,Valid
694,5,BLR-HYD,IndiGo,IN255,2026-10-13,2026-10-06,T+7,Economy,6420.0,1160.0,7580.0,Available,OTA,Valid
695,5,BLR-HYD,IndiGo,IN188,2026-10-13,2026-10-12,T+1,Economy,7280.0,1310.0,8590.0,Available,Airline Site,Valid
696,5,BLR-HYD,Air India,AI493,2026-10-13,2026-08-29,T+45,Economy,3760.0,680.0,4440.0,Available,OTA,Valid
697,5,BLR-HYD,Air India,AI243,2026-10-13,2026-09-13,T+30,Economy,4960.0,890.0,5850.0,Available,Airline Site,Valid
698,5,BLR-HYD,Air India,AI715,2026-10-13,2026-09-28,T+15,Economy,6080.0,1090.0,7170.0,Available,OTA,Valid
699,5,BLR-HYD,Air India,AI807,2026-10-13,2026-10-06,T+7,Economy,7540.0,1360.0,8900.0,Sold Out,OTA,Valid
700,5,BLR-HYD,Air India,AI721,2026-10-13,2026-10-12,T+1,Economy,7080.0,1270.0,8350.0,Available,OTA,Valid
701,5,BLR-HYD,Akasa,AK912,2026-10-13,2026-08-29,T+45,Economy,3440.0,620.0,4060.0,Available,OTA,Valid
702,5,BLR-HYD,Akasa,AK346,2026-10-13,2026-09-13,T+30,Economy,4580.0,820.0,5400.0,Available,Airline Site,Valid
703,5,BLR-HYD,Akasa,AK112,2026-10-13,2026-09-28,T+15,Economy,5880.0,1060.0,6940.0,Available,OTA,Valid
704,5,BLR-HYD,Akasa,AK981,2026-10-13,2026-10-06,T+7,Economy,5960.0,1070.0,7030.0,Available,OTA,Valid
705,5,BLR-HYD,Akasa,AK799,2026-10-13,2026-10-12,T+1,Economy,6750.0,1220.0,7970.0,Available,OTA,Valid
706,5,DEL-MAA,IndiGo,IN117,2026-10-13,2026-08-29,T+45,Economy,3730.0,670.0,4400.0,Available,Airline Site,Valid
707,5,DEL-MAA,IndiGo,IN140,2026-10-13,2026-09-13,T+30,Economy,4890.0,880.0,5770.0,Available,OTA,Valid
708,5,DEL-MAA,IndiGo,IN743,2026-10-13,2026-09-28,T+15,Economy,6350.0,1140.0,7490.0,Available,OTA,Valid
709,5,DEL-MAA,IndiGo,IN511,2026-10-13,2026-10-06,T+7,Economy,6920.0,1250.0,8170.0,Available,Airline Site,Valid
710,5,DEL-MAA,IndiGo,IN417,2026-10-13,2026-10-12,T+1,Economy,7150.0,1290.0,8440.0,Available,Airline Site,Valid
711,5,DEL-MAA,Air India,AI434,2026-10-13,2026-08-29,T+45,Economy,3740.0,670.0,4410.0,Available,Airline Site,Valid
712,5,DEL-MAA,Air India,AI547,2026-10-13,2026-09-13,T+30,Economy,4930.0,890.0,5820.0,Available,Airline Site,Valid
713,5,DEL-MAA,Air India,AI188,2026-10-13,2026-09-28,T+15,Economy,5810.0,1050.0,6860.0,Available,Airline Site,Valid
714,5,DEL-MAA,Air India,AI723,2026-10-13,2026-10-06,T+7,Economy,6990.0,1260.0,8250.0,Available,Airline Site,Valid
715,5,DEL-MAA,Air India,AI824,2026-10-13,2026-10-12,T+1,Economy,6890.0,1240.0,8130.0,Available,Airline Site,Valid
716,5,DEL-MAA,Akasa,AK635,2026-10-13,2026-08-29,T+45,Economy,3200.0,580.0,3780.0,Available,OTA,Valid
717,5,DEL-MAA,Akasa,AK229,2026-10-13,2026-09-13,T+30,Economy,4140.0,750.0,4890.0,Available,OTA,Valid
718,5,DEL-MAA,Akasa,AK220,2026-10-13,2026-09-28,T+15,Economy,5690.0,1020.0,6710.0,Available,Airline Site,Valid
719,5,DEL-MAA,Akasa,AK539,2026-10-13,2026-10-06,T+7,Economy,5810.0,1050.0,6860.0,Available,Airline Site,Valid
720,5,DEL-MAA,Akasa,AK690,2026-10-13,2026-10-12,T+1,Economy,6110.0,1100.0,7210.0,Available,OTA,Valid
721,5,BOM-MAA,IndiGo,IN611,2026-10-13,2026-08-29,T+45,Economy,5310.0,960.0,6270.0,Available,Airline Site,Valid
722,5,BOM-MAA,IndiGo,IN361,2026-10-13,2026-09-13,T+30,Economy,7050.0,1270.0,8320.0,Available,Airline Site,Valid
723,5,BOM-MAA,IndiGo,IN621,2026-10-13,2026-09-28,T+15,Economy,8540.0,1540.0,10080.0,Sold Out,Airline Site,Valid
724,5,BOM-MAA,IndiGo,IN583,2026-10-13,2026-10-06,T+7,Economy,9440.0,1700.0,11140.0,Available,Airline Site,Valid
725,5,BOM-MAA,IndiGo,IN978,2026-10-13,2026-10-12,T+1,Economy,9920.0,1790.0,11710.0,Sold Out,OTA,Valid
726,5,BOM-MAA,Air India,AI837,2026-10-13,2026-08-29,T+45,Economy,5060.0,910.0,5970.0,Available,Airline Site,Valid
727,5,BOM-MAA,Air India,AI222,2026-10-13,2026-09-13,T+30,Economy,6900.0,1240.0,8140.0,Available,Airline Site,Valid
728,5,BOM-MAA,Air India,AI923,2026-10-13,2026-09-28,T+15,Economy,8070.0,1450.0,9520.0,Available,Airline Site,Valid
729,5,BOM-MAA,Air India,AI170,2026-10-13,2026-10-06,T+7,Economy,10530.0,1900.0,12430.0,Available,OTA,Valid
730,5,BOM-MAA,Air India,AI418,2026-10-13,2026-10-12,T+1,Economy,10940.0,1970.0,12910.0,Available,OTA,Valid
731,5,BOM-MAA,Akasa,AK677,2026-10-13,2026-08-29,T+45,Economy,4840.0,870.0,5710.0,Available,Airline Site,Valid
732,5,BOM-MAA,Akasa,AK705,2026-10-13,2026-09-13,T+30,Economy,6500.0,1170.0,7670.0,Available,Airline Site,Valid
733,5,BOM-MAA,Akasa,AK659,2026-10-13,2026-09-28,T+15,Economy,8600.0,1550.0,10150.0,Available,Airline Site,Valid
734,5,BOM-MAA,Akasa,AK519,2026-10-13,2026-10-06,T+7,Economy,8410.0,1510.0,9920.0,Sold Out,OTA,Valid
735,5,BOM-MAA,Akasa,AK810,2026-10-13,2026-10-12,T+1,Economy,10120.0,1820.0,11940.0,Available,OTA,Valid
736,5,CCU-BLR,IndiGo,IN969,2026-10-13,2026-08-29,T+45,Economy,3030.0,550.0,3580.0,Available,OTA,Valid
737,5,CCU-BLR,IndiGo,IN642,2026-10-13,2026-09-13,T+30,Economy,3890.0,700.0,4590.0,Available,OTA,Valid
738,5,CCU-BLR,IndiGo,IN161,2026-10-13,2026-09-28,T+15,Economy,5140.0,930.0,6070.0,Available,Airline Site,Valid
739,5,CCU-BLR,IndiGo,IN195,2026-10-13,2026-10-06,T+7,Economy,5990.0,1080.0,7070.0,Sold Out,Airline Site,Valid
740,5,CCU-BLR,IndiGo,IN632,2026-10-13,2026-10-12,T+1,Economy,6730.0,1210.0,7940.0,Available,OTA,Valid
741,5,CCU-BLR,Air India,AI694,2026-10-13,2026-08-29,T+45,Economy,3330.0,600.0,3930.0,Available,Airline Site,Valid
742,5,CCU-BLR,Air India,AI503,2026-10-13,2026-09-13,T+30,Economy,4570.0,820.0,5390.0,Available,Airline Site,Valid
743,5,CCU-BLR,Air India,AI233,2026-10-13,2026-09-28,T+15,Economy,5590.0,1010.0,6600.0,Available,OTA,Valid
744,5,CCU-BLR,Air India,AI920,2026-10-13,2026-10-06,T+7,Economy,6780.0,1220.0,8000.0,Available,OTA,Valid
745,5,CCU-BLR,Air India,AI378,2026-10-13,2026-10-12,T+1,Economy,6450.0,1160.0,7610.0,Available,Airline Site,Valid
746,5,CCU-BLR,Akasa,AK211,2026-10-13,2026-08-29,T+45,Economy,3120.0,560.0,3680.0,Available,Airline Site,Valid
747,5,CCU-BLR,Akasa,AK421,2026-10-13,2026-09-13,T+30,Economy,4180.0,750.0,4930.0,Available,OTA,Valid
748,5,CCU-BLR,Akasa,AK312,2026-10-13,2026-09-28,T+15,Economy,5780.0,1040.0,6820.0,Available,OTA,Valid
749,5,CCU-BLR,Akasa,AK222,2026-10-13,2026-10-06,T+7,Economy,5570.0,1000.0,6570.0,Available,OTA,Valid
750,5,CCU-BLR,Akasa,AK813,2026-10-13,2026-10-12,T+1,Economy,6820.0,1230.0,8050.0,Available,Airline Site,Valid
