record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,fuel_surcharge,udf,convenience_fee,gst,total_fare,availability,source,quality_status,exclusion_reason
4574,31,DEL-HYD,Akasa,AK458,2026-09-14,2026-09-07,T+7,Economy,5731.0,452,226,377,754,7540.0,Available,OTA,Valid,
4575,31,DEL-HYD,Akasa,AK544,2026-09-14,2026-09-13,T+1,Economy,7197.0,568,284,474,947,9470.0,Available,Airline Site,Valid,
4576,31,BOM-HYD,IndiGo,IN352,2026-09-14,2026-07-31,T+45,Economy,3018.0,238,119,198,397,3970.0,Available,Airline Site,Valid,
4577,31,BOM-HYD,IndiGo,IN698,2026-09-14,2026-08-15,T+30,Economy,3891.0,307,154,256,512,5120.0,Available,OTA,Valid,
4578,31,BOM-HYD,IndiGo,IN727,2026-09-14,2026-08-30,T+15,Economy,5389.0,425,213,354,709,7090.0,Available,OTA,Valid,
4579,31,BOM-HYD,IndiGo,IN287,2026-09-14,2026-09-07,T+7,Economy,5655.0,446,223,372,744,7440.0,Available,OTA,Valid,
4580,31,BOM-HYD,IndiGo,IN931,2026-09-14,2026-09-13,T+1,Economy,6042.0,477,238,398,795,7950.0,Available,Airline Site,Valid,
4581,31,BOM-HYD,Air India,AI933,2026-09-14,2026-07-31,T+45,Economy,2873.0,227,113,189,378,3780.0,Available,Airline Site,Valid,
4582,31,BOM-HYD,Air India,AI442,2026-09-14,2026-08-15,T+30,Economy,4051.0,320,160,266,533,5330.0,Available,Airline Site,Valid,
4583,31,BOM-HYD,Air India,AI377,2026-09-14,2026-08-30,T+15,Economy,5146.0,406,203,338,677,6770.0,Available,OTA,Valid,
4584,31,BOM-HYD,Air India,AI244,2026-09-14,2026-09-07,T+7,Economy,5677.0,448,224,374,747,7470.0,Available,Airline Site,Valid,
4585,31,BOM-HYD,Air India,AI873,2026-09-14,2026-09-13,T+1,Economy,5693.0,449,225,374,749,7490.0,Available,Airline Site,Valid,
4586,31,BOM-HYD,Akasa,AK848,2026-09-14,2026-07-31,T+45,Economy,2781.0,220,110,183,366,3660.0,Available,Airline Site,Valid,
4587,31,BOM-HYD,Akasa,AK694,2026-09-14,2026-08-15,T+30,Economy,3739.0,295,148,246,492,4920.0,Available,Airline Site,Valid,
4588,31,BOM-HYD,Akasa,AK813,2026-09-14,2026-08-30,T+15,Economy,4545.0,359,179,299,598,5980.0,Available,OTA,Valid,
4589,31,BOM-HYD,Akasa,AK943,2026-09-14,2026-09-07,T+7,Economy,5335.0,421,211,351,702,7020.0,Available,Airline Site,Valid,
4590,31,BOM-HYD,Akasa,AK396,2026-09-14,2026-09-13,T+1,Economy,5267.0,416,208,346,693,6930.0,Sold Out,OTA,Flagged,Sold out at collection time
4591,31,BLR-HYD,IndiGo,IN626,2026-09-14,2026-07-31,T+45,Economy,2857.0,226,113,188,376,3760.0,Available,OTA,Valid,
4592,31,BLR-HYD,IndiGo,IN840,2026-09-14,2026-08-15,T+30,Economy,3769.0,298,149,248,496,4960.0,Available,OTA,Valid,
4593,31,BLR-HYD,IndiGo,IN311,2026-09-14,2026-08-30,T+15,Economy,5183.0,409,205,341,682,6820.0,Available,OTA,Valid,
4594,31,BLR-HYD,IndiGo,IN334,2026-09-14,2026-09-07,T+7,Economy,4788.0,378,189,315,630,6300.0,Available,OTA,Valid,
4595,31,BLR-HYD,IndiGo,IN919,2026-09-14,2026-09-13,T+1,Economy,5221.0,412,206,344,687,6870.0,Sold Out,Airline Site,Flagged,Sold out at collection time
4596,31,BLR-HYD,Air India,AI515,2026-09-14,2026-07-31,T+45,Economy,2949.0,233,116,194,388,3880.0,Available,OTA,Valid,
4597,31,BLR-HYD,Air India,AI879,2026-09-14,2026-08-15,T+30,Economy,3831.0,302,151,252,504,5040.0,Available,Airline Site,Valid,
4598,31,BLR-HYD,Air India,AI957,2026-09-14,2026-08-30,T+15,Economy,4902.0,387,194,322,645,6450.0,Sold Out,OTA,Flagged,Sold out at collection time
4599,31,BLR-HYD,Air India,AI350,2026-09-14,2026-09-07,T+7,Economy,5981.0,472,236,394,787,7870.0,Available,Airline Site,Valid,
4600,31,BLR-HYD,Air India,AI823,2026-09-14,2026-09-13,T+1,Economy,5669.0,448,224,373,746,7460.0,Available,Airline Site,Valid,
4601,31,BLR-HYD,Akasa,AK289,2026-09-14,2026-07-31,T+45,Economy,2797.0,221,110,184,368,3680.0,Available,OTA,Valid,
4602,31,BLR-HYD,Akasa,AK807,2026-09-14,2026-08-15,T+30,Economy,4135.0,326,163,272,544,5440.0,Available,Airline Site,Valid,
4603,31,BLR-HYD,Akasa,AK241,2026-09-14,2026-08-30,T+15,Economy,5130.0,405,202,338,675,6750.0,Available,Airline Site,Valid,
4604,31,BLR-HYD,Akasa,AK127,2026-09-14,2026-09-07,T+7,Economy,4971.0,392,196,327,654,6540.0,Available,OTA,Valid,
4605,31,BLR-HYD,Akasa,AK362,2026-09-14,2026-09-13,T+1,Economy,5069.0,400,200,334,667,6670.0,Available,Airline Site,Valid,
4606,31,DEL-MAA,IndiGo,IN310,2026-09-14,2026-07-31,T+45,Economy,3085.0,244,122,203,406,4060.0,Available,Airline Site,Valid,
4607,31,DEL-MAA,IndiGo,IN384,2026-09-14,2026-08-15,T+30,Economy,3960.0,313,156,260,521,5210.0,Sold Out,OTA,Flagged,Sold out at collection time
4608,31,DEL-MAA,IndiGo,IN233,2026-09-14,2026-08-30,T+15,Economy,4994.0,394,197,328,657,6570.0,Available,Airline Site,Valid,
4609,31,DEL-MAA,IndiGo,IN770,2026-09-14,2026-09-07,T+7,Economy,5069.0,400,200,334,667,6670.0,Sold Out,Airline Site,Flagged,Sold out at collection time
4610,31,DEL-MAA,IndiGo,IN312,2026-09-14,2026-09-13,T+1,Economy,6467.0,511,255,426,851,8510.0,Available,OTA,Valid,
4611,31,DEL-MAA,Air India,AI757,2026-09-14,2026-07-31,T+45,Economy,2546.0,201,100,168,335,3350.0,Available,Airline Site,Valid,
4612,31,DEL-MAA,Air India,AI219,2026-09-14,2026-08-15,T+30,Economy,3603.0,284,142,237,474,4740.0,Available,Airline Site,Valid,
4613,31,DEL-MAA,Air India,AI443,2026-09-14,2026-08-30,T+15,Economy,4211.0,332,166,277,554,5540.0,Available,OTA,Valid,
4614,31,DEL-MAA,Air India,AI321,2026-09-14,2026-09-07,T+7,Economy,5038.0,398,199,332,663,6630.0,Available,OTA,Valid,
4615,31,DEL-MAA,Air India,AI724,2026-09-14,2026-09-13,T+1,Economy,5092.0,402,201,335,670,6700.0,Available,Airline Site,Valid,
4616,31,DEL-MAA,Akasa,AK297,2026-09-14,2026-07-31,T+45,Economy,2562.0,202,101,168,337,3370.0,Available,Airline Site,Valid,
4617,31,DEL-MAA,Akasa,AK465,2026-09-14,2026-08-15,T+30,Economy,3595.0,284,142,236,473,4730.0,Available,OTA,Valid,
4618,31,DEL-MAA,Akasa,AK987,2026-09-14,2026-08-30,T+15,Economy,4491.0,355,177,296,591,5910.0,Available,OTA,Valid,
4619,31,DEL-MAA,Akasa,AK740,2026-09-14,2026-09-07,T+7,Economy,5047.0,398,199,332,664,6640.0,Available,OTA,Valid,
4620,31,DEL-MAA,Akasa,AK954,2026-09-14,2026-09-13,T+1,Economy,5586.0,441,220,368,735,7350.0,Available,OTA,Valid,
4621,31,BOM-MAA,IndiGo,IN933,2026-09-14,2026-07-31,T+45,Economy,4370.0,345,172,288,575,5750.0,Available,Airline Site,Valid,
4622,31,BOM-MAA,IndiGo,IN499,2026-09-14,2026-08-15,T+30,Economy,5852.0,462,231,385,770,7700.0,Available,OTA,Valid,
4623,31,BOM-MAA,IndiGo,IN623,2026-09-14,2026-08-30,T+15,Economy,8071.0,637,319,531,1062,10620.0,Available,OTA,Valid,
4624,31,BOM-MAA,IndiGo,IN584,2026-09-14,2026-09-07,T+7,Economy,7942.0,627,314,522,1045,10450.0,Available,OTA,Valid,
4625,31,BOM-MAA,IndiGo,IN695,2026-09-14,2026-09-13,T+1,Economy,8253.0,652,326,543,1086,10860.0,Available,Airline Site,Valid,
4626,31,BOM-MAA,Air India,AI377,2026-09-14,2026-07-31,T+45,Economy,3952.0,312,156,260,520,5200.0,Available,OTA,Valid,
4627,31,BOM-MAA,Air India,AI338,2026-09-14,2026-08-15,T+30,Economy,5085.0,401,201,334,669,6690.0,Available,OTA,Valid,
4628,31,BOM-MAA,Air India,AI884,2026-09-14,2026-08-30,T+15,Economy,6095.0,481,241,401,802,8020.0,Available,OTA,Valid,
4629,31,BOM-MAA,Air India,AI307,2026-09-14,2026-09-07,T+7,Economy,7486.0,591,296,492,985,9850.0,Available,OTA,Valid,
4630,31,BOM-MAA,Air India,AI404,2026-09-14,2026-09-13,T+1,Economy,7813.0,617,308,514,1028,10280.0,Available,OTA,Valid,
4631,31,BOM-MAA,Akasa,AK814,2026-09-14,2026-07-31,T+45,Economy,3755.0,296,148,247,494,4940.0,Available,Airline Site,Valid,
4632,31,BOM-MAA,Akasa,AK329,2026-09-14,2026-08-15,T+30,Economy,5130.0,405,202,338,675,6750.0,Available,Airline Site,Valid,
4633,31,BOM-MAA,Akasa,AK661,2026-09-14,2026-08-30,T+15,Economy,6703.0,529,265,441,882,8820.0,Available,OTA,Valid,
4634,31,BOM-MAA,Akasa,AK522,2026-09-14,2026-09-07,T+7,Economy,6574.0,519,260,432,865,8650.0,Available,OTA,Valid,
4635,31,BOM-MAA,Akasa,AK679,2026-09-14,2026-09-13,T+1,Economy,7699.0,608,304,506,1013,10130.0,Available,Airline Site,Valid,
4636,31,CCU-BLR,IndiGo,IN179,2026-09-14,2026-07-31,T+45,Economy,2698.0,213,106,178,355,3550.0,Available,OTA,Valid,
4637,31,CCU-BLR,IndiGo,IN612,2026-09-14,2026-08-15,T+30,Economy,3785.0,299,149,249,498,4980.0,Available,OTA,Valid,
4638,31,CCU-BLR,IndiGo,IN301,2026-09-14,2026-08-30,T+15,Economy,4872.0,385,192,320,641,6410.0,Available,Airline Site,Valid,
4639,31,CCU-BLR,IndiGo,IN925,2026-09-14,2026-09-07,T+7,Economy,4355.0,344,172,286,573,5730.0,Available,Airline Site,Valid,
4640,31,CCU-BLR,IndiGo,IN270,2026-09-14,2026-09-13,T+1,Economy,5213.0,412,206,343,686,6860.0,Available,Airline Site,Valid,
4641,31,CCU-BLR,Air India,AI934,2026-09-14,2026-07-31,T+45,Economy,2767.0,218,109,182,364,3640.0,Available,Airline Site,Valid,
4642,31,CCU-BLR,Air India,AI849,2026-09-14,2026-08-15,T+30,Economy,3656.0,289,144,240,481,4810.0,Available,Airline Site,Valid,
4643,31,CCU-BLR,Air India,AI392,2026-09-14,2026-08-30,T+15,Economy,4446.0,351,176,292,585,5850.0,Available,Airline Site,Valid,
4644,31,CCU-BLR,Air India,AI891,2026-09-14,2026-09-07,T+7,Economy,5229.0,413,206,344,688,6880.0,Available,Airline Site,Valid,
4645,31,CCU-BLR,Air India,AI247,2026-09-14,2026-09-13,T+1,Economy,5267.0,416,208,346,693,6930.0,Available,Airline Site,Valid,
4646,31,CCU-BLR,Akasa,AK515,2026-09-14,2026-07-31,T+45,Economy,2454.0,194,97,162,323,3230.0,Available,Airline Site,Valid,
4647,31,CCU-BLR,Akasa,AK866,2026-09-14,2026-08-15,T+30,Economy,3375.0,266,133,222,444,4440.0,Available,OTA,Valid,
4648,31,CCU-BLR,Akasa,AK686,2026-09-14,2026-08-30,T+15,Economy,3778.0,298,149,248,497,4970.0,Available,Airline Site,Valid,
4649,31,CCU-BLR,Akasa,AK757,2026-09-14,2026-09-07,T+7,Economy,5061.0,400,200,333,666,6660.0,Available,OTA,Valid,
4650,31,CCU-BLR,Akasa,AK190,2026-09-14,2026-09-13,T+1,Economy,5298.0,418,209,348,697,6970.0,Available,OTA,Valid,
4651,32,DEL-BOM,IndiGo,IN323,2026-09-15,2026-08-01,T+45,Economy,4135.0,326,163,272,544,5440.0,Available,Airline Site,Valid,
4652,32,DEL-BOM,IndiGo,IN210,2026-09-15,2026-08-16,T+30,Economy,5389.0,425,213,354,709,7090.0,Available,Airline Site,Valid,
4653,32,DEL-BOM,IndiGo,IN352,2026-09-15,2026-08-31,T+15,Economy,6581.0,520,260,433,866,8660.0,Available,OTA,Valid,
4654,32,DEL-BOM,IndiGo,IN872,2026-09-15,2026-09-08,T+7,Economy,7949.0,628,314,523,1046,10460.0,Available,Airline Site,Valid,
4655,32,DEL-BOM,IndiGo,IN320,2026-09-15,2026-09-14,T+1,Economy,8034.0,634,317,528,1057,10570.0,Available,OTA,Valid,
4656,32,DEL-BOM,Air India,AI802,2026-09-15,2026-08-01,T+45,Economy,4757.0,376,188,313,626,6260.0,Available,Airline Site,Valid,
4657,32,DEL-BOM,Air India,AI658,2026-09-15,2026-08-16,T+30,Economy,6483.0,512,256,426,853,8530.0,Available,OTA,Valid,
4658,32,DEL-BOM,Air India,AI172,2026-09-15,2026-08-31,T+15,Economy,7372.0,582,291,485,970,9700.0,Available,OTA,Valid,
4659,32,DEL-BOM,Air India,AI357,2026-09-15,2026-09-08,T+7,Economy,9082.0,717,358,598,1195,11950.0,Available,Airline Site,Valid,
4660,32,DEL-BOM,Air India,AI389,2026-09-15,2026-09-14,T+1,Economy,8619.0,680,340,567,1134,11340.0,Available,Airline Site,Valid,
4661,32,DEL-BOM,Akasa,AK265,2026-09-15,2026-08-01,T+45,Economy,4734.0,374,187,312,623,6230.0,Available,Airline Site,Valid,
4662,32,DEL-BOM,Akasa,AK527,2026-09-15,2026-08-16,T+30,Economy,6210.0,490,245,408,817,8170.0,Available,Airline Site,Valid,
4663,32,DEL-BOM,Akasa,AK133,2026-09-15,2026-08-31,T+15,Economy,8011.0,632,316,527,1054,10540.0,Available,Airline Site,Valid,
4664,32,DEL-BOM,Akasa,AK352,2026-09-15,2026-09-08,T+7,Economy,9849.0,778,389,648,1296,12960.0,Available,Airline Site,Valid,
4665,32,DEL-BOM,Akasa,AK364,2026-09-15,2026-09-14,T+1,Economy,10944.0,864,432,720,1440,14400.0,Available,OTA,Valid,
4666,32,DEL-BLR,IndiGo,IN426,2026-09-15,2026-08-01,T+45,Economy,2143.0,169,85,141,282,2820.0,Available,OTA,Valid,
4667,32,DEL-BLR,IndiGo,IN787,2026-09-15,2026-08-16,T+30,Economy,2805.0,221,111,184,369,3690.0,Available,Airline Site,Valid,
4668,32,DEL-BLR,IndiGo,IN160,2026-09-15,2026-08-31,T+15,Economy,3534.0,279,140,232,465,4650.0,Available,OTA,Valid,
4669,32,DEL-BLR,IndiGo,IN188,2026-09-15,2026-09-08,T+7,Economy,3822.0,302,151,252,503,5030.0,Available,Airline Site,Valid,
4670,32,DEL-BLR,IndiGo,IN822,2026-09-15,2026-09-14,T+1,Economy,4051.0,320,160,266,533,5330.0,Available,OTA,Valid,
4671,32,DEL-BLR,Air India,AI410,2026-09-15,2026-08-01,T+45,Economy,2576.0,203,102,170,339,3390.0,Available,Airline Site,Valid,
4672,32,DEL-BLR,Air India,AI668,2026-09-15,2026-08-16,T+30,Economy,3322.0,262,131,218,437,4370.0,Available,Airline Site,Valid,
4673,32,DEL-BLR,Air India,AI960,2026-09-15,2026-08-31,T+15,Economy,3983.0,314,157,262,524,5240.0,Available,OTA,Valid,
4674,32,DEL-BLR,Air India,AI813,2026-09-15,2026-09-08,T+7,Economy,4636.0,366,183,305,610,6100.0,Available,Airline Site,Valid,
4675,32,DEL-BLR,Air India,AI622,2026-09-15,2026-09-14,T+1,Economy,5639.0,445,223,371,742,7420.0,Available,OTA,Valid,
4676,32,DEL-BLR,Akasa,AK344,2026-09-15,2026-08-01,T+45,Economy,2227.0,176,88,146,293,2930.0,Available,Airline Site,Valid,
4677,32,DEL-BLR,Akasa,AK408,2026-09-15,2026-08-16,T+30,Economy,2843.0,224,112,187,374,3740.0,Available,Airline Site,Valid,
4678,32,DEL-BLR,Akasa,AK901,2026-09-15,2026-08-31,T+15,Economy,3853.0,304,152,254,507,5070.0,Available,OTA,Valid,
4679,32,DEL-BLR,Akasa,AK221,2026-09-15,2026-09-08,T+7,Economy,3907.0,308,154,257,514,5140.0,Available,Airline Site,Valid,
4680,32,DEL-BLR,Akasa,AK443,2026-09-15,2026-09-14,T+1,Economy,3967.0,313,157,261,522,5220.0,Available,Airline Site,Valid,
4681,32,BOM-BLR,IndiGo,IN168,2026-09-15,2026-08-01,T+45,Economy,2120.0,167,84,140,279,2790.0,Available,OTA,Valid,
4682,32,BOM-BLR,IndiGo,IN430,2026-09-15,2026-08-16,T+30,Economy,3009.0,238,119,198,396,3960.0,Available,OTA,Valid,
4683,32,BOM-BLR,IndiGo,IN102,2026-09-15,2026-08-31,T+15,Economy,3944.0,311,156,260,519,5190.0,Available,OTA,Valid,
4684,32,BOM-BLR,IndiGo,IN166,2026-09-15,2026-09-08,T+7,Economy,3937.0,311,155,259,518,5180.0,Available,OTA,Valid,
4685,32,BOM-BLR,IndiGo,IN728,2026-09-15,2026-09-14,T+1,Economy,4499.0,355,178,296,592,5920.0,Available,OTA,Valid,
4686,32,BOM-BLR,Air India,AI712,2026-09-15,2026-08-01,T+45,Economy,2067.0,163,82,136,272,2720.0,Available,Airline Site,Valid,
4687,32,BOM-BLR,Air India,AI743,2026-09-15,2026-08-16,T+30,Economy,2569.0,203,101,169,338,3380.0,Available,OTA,Valid,
4688,32,BOM-BLR,Air India,AI779,2026-09-15,2026-08-31,T+15,Economy,3435.0,271,136,226,452,4520.0,Available,Airline Site,Valid,
4689,32,BOM-BLR,Air India,AI403,2026-09-15,2026-09-08,T+7,Economy,3845.0,304,152,253,506,5060.0,Available,Airline Site,Valid,
4690,32,BOM-BLR,Air India,AI566,2026-09-15,2026-09-14,T+1,Economy,4195.0,331,166,276,552,5520.0,Available,OTA,Valid,
4691,32,BOM-BLR,Akasa,AK126,2026-09-15,2026-08-01,T+45,Economy,1938.0,153,76,128,255,2550.0,Available,Airline Site,Valid,
4692,32,BOM-BLR,Akasa,AK184,2026-09-15,2026-08-16,T+30,Economy,2645.0,209,104,174,348,3480.0,Available,OTA,Valid,
4693,32,BOM-BLR,Akasa,AK938,2026-09-15,2026-08-31,T+15,Economy,3009.0,238,119,198,396,3960.0,Available,OTA,Valid,
4694,32,BOM-BLR,Akasa,AK906,2026-09-15,2026-09-08,T+7,Economy,3914.0,309,154,258,515,5150.0,Available,OTA,Valid,
4695,32,BOM-BLR,Akasa,AK105,2026-09-15,2026-09-14,T+1,Economy,4112.0,325,162,270,541,5410.0,Sold Out,OTA,Flagged,Sold out at collection time
4696,32,DEL-CCU,IndiGo,IN923,2026-09-15,2026-08-01,T+45,Economy,3101.0,245,122,204,408,4080.0,Available,OTA,Valid,
4697,32,DEL-CCU,IndiGo,IN583,2026-09-15,2026-08-16,T+30,Economy,3800.0,300,150,250,500,5000.0,Available,Airline Site,Valid,
4698,32,DEL-CCU,IndiGo,IN459,2026-09-15,2026-08-31,T+15,Economy,5001.0,395,197,329,658,6580.0,Available,Airline Site,Valid,
4699,32,DEL-CCU,IndiGo,IN251,2026-09-15,2026-09-08,T+7,Economy,5115.0,404,202,336,673,6730.0,Available,Airline Site,Valid,
4700,32,DEL-CCU,IndiGo,IN582,2026-09-15,2026-09-14,T+1,Economy,5798.0,458,229,382,763,7630.0,Available,Airline Site,Valid,
4701,32,DEL-CCU,Air India,AI709,2026-09-15,2026-08-01,T+45,Economy,2987.0,236,118,196,393,3930.0,Available,Airline Site,Valid,
4702,32,DEL-CCU,Air India,AI869,2026-09-15,2026-08-16,T+30,Economy,3785.0,299,149,249,498,4980.0,Available,OTA,Valid,
4703,32,DEL-CCU,Air India,AI481,2026-09-15,2026-08-31,T+15,Economy,5031.0,397,199,331,662,6620.0,Available,Airline Site,Valid,
4704,32,DEL-CCU,Air India,AI455,2026-09-15,2026-09-08,T+7,Economy,6011.0,475,237,396,791,7910.0,Available,OTA,Valid,
4705,32,DEL-CCU,Air India,AI553,2026-09-15,2026-09-14,T+1,Economy,5731.0,452,226,377,754,7540.0,Available,Airline Site,Valid,
4706,32,DEL-CCU,Akasa,AK945,2026-09-15,2026-08-01,T+45,Economy,3040.0,240,120,200,400,4000.0,Sold Out,OTA,Flagged,Sold out at collection time
4707,32,DEL-CCU,Akasa,AK780,2026-09-15,2026-08-16,T+30,Economy,4119.0,325,163,271,542,5420.0,Available,OTA,Valid,
4708,32,DEL-CCU,Akasa,AK877,2026-09-15,2026-08-31,T+15,Economy,5199.0,410,205,342,684,6840.0,Available,Airline Site,Valid,
4709,32,DEL-CCU,Akasa,AK117,2026-09-15,2026-09-08,T+7,Economy,5381.0,425,212,354,708,7080.0,Available,Airline Site,Valid,
4710,32,DEL-CCU,Akasa,AK394,2026-09-15,2026-09-14,T+1,Economy,6733.0,532,266,443,886,8860.0,Available,OTA,Valid,
4711,32,DEL-HYD,IndiGo,IN905,2026-09-15,2026-08-01,T+45,Economy,2957.0,233,117,194,389,3890.0,Available,Airline Site,Valid,
4712,32,DEL-HYD,IndiGo,IN580,2026-09-15,2026-08-16,T+30,Economy,4082.0,322,161,268,537,5370.0,Available,OTA,Valid,
4713,32,DEL-HYD,IndiGo,IN231,2026-09-15,2026-08-31,T+15,Economy,4856.0,383,192,320,639,6390.0,Available,Airline Site,Valid,
4714,32,DEL-HYD,IndiGo,IN668,2026-09-15,2026-09-08,T+7,Economy,4985.0,394,197,328,656,6560.0,Available,Airline Site,Valid,
4715,32,DEL-HYD,IndiGo,IN452,2026-09-15,2026-09-14,T+1,Economy,5137.0,406,203,338,676,6760.0,Available,Airline Site,Valid,
4716,32,DEL-HYD,Air India,AI891,2026-09-15,2026-08-01,T+45,Economy,3299.0,260,130,217,434,4340.0,Available,Airline Site,Valid,
4717,32,DEL-HYD,Air India,AI735,2026-09-15,2026-08-16,T+30,Economy,4294.0,339,170,282,565,5650.0,Available,OTA,Valid,
4718,32,DEL-HYD,Air India,AI345,2026-09-15,2026-08-31,T+15,Economy,5441.0,430,215,358,716,7160.0,Available,OTA,Valid,
4719,32,DEL-HYD,Air India,AI933,2026-09-15,2026-09-08,T+7,Economy,6149.0,485,243,404,809,8090.0,Available,OTA,Valid,
4720,32,DEL-HYD,Air India,AI903,2026-09-15,2026-09-14,T+1,Economy,7578.0,598,299,498,997,9970.0,Available,OTA,Valid,
4721,32,DEL-HYD,Akasa,AK291,2026-09-15,2026-08-01,T+45,Economy,3352.0,265,132,220,441,4410.0,Available,Airline Site,Valid,
4722,32,DEL-HYD,Akasa,AK540,2026-09-15,2026-08-16,T+30,Economy,4667.0,368,184,307,614,6140.0,Available,Airline Site,Valid,
4723,32,DEL-HYD,Akasa,AK256,2026-09-15,2026-08-31,T+15,Economy,5768.0,455,228,380,759,7590.0,Available,OTA,Valid,
4724,32,DEL-HYD,Akasa,AK149,2026-09-15,2026-09-08,T+7,Economy,5403.0,427,213,356,711,7110.0,Available,OTA,Valid,
4725,32,DEL-HYD,Akasa,AK874,2026-09-15,2026-09-14,T+1,Economy,6521.0,515,257,429,858,8580.0,Available,OTA,Valid,
4726,32,BOM-HYD,IndiGo,IN195,2026-09-15,2026-08-01,T+45,Economy,2827.0,223,112,186,372,3720.0,Available,OTA,Valid,
4727,32,BOM-HYD,IndiGo,IN701,2026-09-15,2026-08-16,T+30,Economy,3800.0,300,150,250,500,5000.0,Available,Airline Site,Valid,
4728,32,BOM-HYD,IndiGo,IN120,2026-09-15,2026-08-31,T+15,Economy,4400.0,347,174,290,579,5790.0,Available,Airline Site,Valid,
4729,32,BOM-HYD,IndiGo,IN728,2026-09-15,2026-09-08,T+7,Economy,5289.0,418,209,348,696,6960.0,Available,OTA,Valid,
4730,32,BOM-HYD,IndiGo,IN892,2026-09-15,2026-09-14,T+1,Economy,5396.0,426,213,355,710,7100.0,Available,Airline Site,Valid,
4731,32,BOM-HYD,Air India,AI388,2026-09-15,2026-08-01,T+45,Economy,2888.0,228,114,190,380,3800.0,Available,Airline Site,Valid,
4732,32,BOM-HYD,Air India,AI278,2026-09-15,2026-08-16,T+30,Economy,4241.0,335,167,279,558,5580.0,Available,Airline Site,Valid,
4733,32,BOM-HYD,Air India,AI565,2026-09-15,2026-08-31,T+15,Economy,5259.0,415,208,346,692,6920.0,Available,OTA,Valid,
4734,32,BOM-HYD,Air India,AI352,2026-09-15,2026-09-08,T+7,Economy,5077.0,401,200,334,668,6680.0,Available,OTA,Valid,
4735,32,BOM-HYD,Air India,AI446,2026-09-15,2026-09-14,T+1,Economy,6118.0,483,242,402,805,8050.0,Available,OTA,Valid,
4736,32,BOM-HYD,Akasa,AK278,2026-09-15,2026-08-01,T+45,Economy,3200.0,253,126,210,421,4210.0,Available,OTA,Valid,
4737,32,BOM-HYD,Akasa,AK477,2026-09-15,2026-08-16,T+30,Economy,4126.0,326,163,272,543,5430.0,Available,Airline Site,Valid,
4738,32,BOM-HYD,Akasa,AK772,2026-09-15,2026-08-31,T+15,Economy,6042.0,477,238,398,795,7950.0,Available,OTA,Valid,
4739,32,BOM-HYD,Akasa,AK285,2026-09-15,2026-09-08,T+7,Economy,6384.0,504,252,420,840,8400.0,Available,Airline Site,Valid,
4740,32,BOM-HYD,Akasa,AK929,2026-09-15,2026-09-14,T+1,Economy,6406.0,506,253,422,843,8430.0,Available,OTA,Valid,
4741,32,BLR-HYD,IndiGo,IN545,2026-09-15,2026-08-01,T+45,Economy,2721.0,215,107,179,358,3580.0,Available,Airline Site,Valid,
4742,32,BLR-HYD,IndiGo,IN402,2026-09-15,2026-08-16,T+30,Economy,3640.0,287,144,240,479,4790.0,Available,Airline Site,Valid,
4743,32,BLR-HYD,IndiGo,IN189,2026-09-15,2026-08-31,T+15,Economy,4895.0,386,193,322,644,6440.0,Available,Airline Site,Valid,
4744,32,BLR-HYD,IndiGo,IN346,2026-09-15,2026-09-08,T+7,Economy,5677.0,448,224,374,747,7470.0,Available,OTA,Valid,
4745,32,BLR-HYD,IndiGo,IN979,2026-09-15,2026-09-14,T+1,Economy,5389.0,425,213,354,709,7090.0,Available,Airline Site,Valid,
4746,32,BLR-HYD,Air India,AI869,2026-09-15,2026-08-01,T+45,Economy,2903.0,229,115,191,382,3820.0,Sold Out,Airline Site,Flagged,Sold out at collection time
4747,32,BLR-HYD,Air India,AI260,2026-09-15,2026-08-16,T+30,Economy,3610.0,285,142,238,475,4750.0,Available,OTA,Valid,
4748,32,BLR-HYD,Air India,AI466,2026-09-15,2026-08-31,T+15,Economy,5001.0,395,197,329,658,6580.0,Sold Out,Airline Site,Flagged,Sold out at collection time
4749,32,BLR-HYD,Air India,AI699,2026-09-15,2026-09-08,T+7,Economy,4712.0,372,186,310,620,6200.0,Sold Out,Airline Site,Flagged,Sold out at collection time
4750,32,BLR-HYD,Air India,AI733,2026-09-15,2026-09-14,T+1,Economy,5875.0,464,232,386,773,7730.0,Available,OTA,Valid,
4751,32,BLR-HYD,Akasa,AK122,2026-09-15,2026-08-01,T+45,Economy,2599.0,205,103,171,342,3420.0,Available,OTA,Valid,
4752,32,BLR-HYD,Akasa,AK288,2026-09-15,2026-08-16,T+30,Economy,3549.0,280,140,234,467,4670.0,Available,OTA,Valid,
4753,32,BLR-HYD,Akasa,AK816,2026-09-15,2026-08-31,T+15,Economy,4788.0,378,189,315,630,6300.0,Available,OTA,Valid,
4754,32,BLR-HYD,Akasa,AK102,2026-09-15,2026-09-08,T+7,Economy,4909.0,388,194,323,646,6460.0,Available,Airline Site,Valid,
4755,32,BLR-HYD,Akasa,AK898,2026-09-15,2026-09-14,T+1,Economy,4994.0,394,197,328,657,6570.0,Available,Airline Site,Valid,
4756,32,DEL-MAA,IndiGo,IN579,2026-09-15,2026-08-01,T+45,Economy,2645.0,209,104,174,348,3480.0,Available,Airline Site,Valid,
